Date,Open,High,Low,Close,Volume
2025-08-13,1504.29,1507.81,1486.24,1503.57,2619956.0
2025-08-14,1467.27,1483.0,1457.33,1470.63,1825708.0
2025-08-15,1450.52,1453.06,1450.04,1451.48,2040375.0
2025-08-18,1454.99,1462.95,1433.79,1444.12,2453516.0
2025-08-19,1460.97,1469.19,1455.86,1461.96,2842754.0
2025-08-20,1502.62,1510.92,1465.72,1465.72,1769261.0
2025-08-21,1468.12,1475.26,1460.49,1469.48,1993265.0
2025-08-22,1479.03,1485.65,1472.09,1478.58,2728822.0
2025-08-25,1455.98,1458.35,1440.93,1455.95,1391120.0
2025-08-26,1469.38,1477.57,1463.2,1466.75,2411032.0
2025-08-27,1471.14,1478.8,1456.73,1464.31,1592674.0
2025-08-28,1458.865,1458.865,1413.48,1424.53,2040989.0
2025-08-29,1446.59,1448.64,1433.09,1444.8,1902952.0
2025-09-01,1435.5,1436.21,1418.33,1432.12,1616795.0
2025-09-02,1414.54,1424.83,1414.25,1421.08,1606759.0
2025-09-03,1398.21,1423.51,1388.46,1398.7,2110566.0
2025-09-04,1390.61,1401.01,1379.77,1385.4,2398216.0
2025-09-05,1399.53,1408.95,1387.99,1394.7,1948106.0
2025-09-08,1392.34,1397.89,1380.52,1391.16,2028045.0
2025-09-09,1403.4,1406.43,1397.64,1398.44,2228470.0
2025-09-10,1409.21,1420.97,1396.09,1406.45,1611352.0
2025-09-11,1441.62,1454.07,1415.96,1434.73,2295877.0
2025-09-12,1429.44,1430.67,1424.53,1427.79,2327737.0
2025-09-15,1394.6,1399.02,1379.51,1396.58,3041451.0
2025-09-16,1421.27,1441.1,1412.96,1419.36,1849558.0
2025-09-17,1396.17,1425.58,1388.55,1412.73,1816767.0
2025-09-18,1438.97,1441.62,1429.26,1436.77,2307586.0
2025-09-19,1424.37,1450.61,1407.27,1445.47,2327642.0
2025-09-22,1433.11,1445.87,1432.62,1443.06,1785965.0
2025-09-23,1453.66,1458.11,1448.9,1451.04,2010763.0
2025-09-24,1496.79,1497.74,1478.02,1493.94,2216452.0
2025-09-25,1533.76,1544.58,1527.75,1540.93,1668966.0
2025-09-26,1538.6,1556.58,1536.61,1543.0,1835786.0
2025-09-29,1555.65,1556.71,1537.66,1547.17,2035837.0
2025-09-30,1569.56,1594.31,1550.15,1550.15,2398375.0
2025-10-01,1567.06,1567.92,1541.92,1553.13,1758161.0
2025-10-02,1561.34,1578.08,1558.66,1561.36,1263046.0
2025-10-03,1563.77,1567.12,1555.73,1561.22,1233361.0
2025-10-06,1579.19,1588.31,1567.49,1569.04,1496235.0
2025-10-07,1550.71,1557.45,1543.94,1549.9,1474733.0
2025-10-08,1507.34,1521.16,1504.89,1513.41,1938156.0
2025-10-09,1466.16,1470.85,1464.08,1466.8,1524448.0
2025-10-10,1442.45,1451.21,1436.09,1442.66,1718898.0
2025-10-13,1425.34,1433.51,1421.19,1433.16,1690366.0
2025-10-14,1425.83,1438.31,1423.79,1427.29,1823797.0
2025-10-15,1464.83,1481.18,1464.05,1469.19,2529002.0
2025-10-16,1499.53,1512.37,1490.15,1494.01,2264779.0
2025-10-17,1473.1,1488.72,1465.86,1472.9,2006452.0
2025-10-20,1479.34,1481.99,1477.25,1481.02,1815589.0
2025-10-21,1471.79,1482.36,1469.09,1473.8,1826707.0
2025-10-22,1467.89,1468.01,1465.66,1466.58,2131099.0
2025-10-23,1474.73,1494.73,1456.12,1471.1,2233668.0
2025-10-24,1479.26,1486.9,1467.37,1485.2,1636953.0
2025-10-27,1471.93,1479.53,1465.13,1478.09,2014592.0
2025-10-28,1508.76,1527.73,1485.06,1502.12,1187352.0
2025-10-29,1474.41,1489.75,1472.48,1476.84,2010763.0
2025-10-30,1469.05,1480.89,1455.17,1477.42,2304860.0
2025-10-31,1538.16,1553.9,1530.93,1535.44,1887973.0
2025-11-03,1543.89,1548.06,1539.46,1541.03,2726611.0
2025-11-04,1564.98,1579.95,1559.72,1574.63,1647505.0
2025-11-05,1578.71,1579.79,1576.97,1577.26,2086976.0
2025-11-06,1596.16,1599.32,1589.07,1591.47,1985670.0
2025-11-07,1592.98,1600.41,1583.09,1590.6,1959881.0
2025-11-10,1591.02,1598.75,1584.25,1587.01,1954271.0
2025-11-11,1560.11,1577.19,1558.26,1568.93,2042842.0
2025-11-12,1559.025,1594.65,1559.025,1579.53,2339183.0
2025-11-13,1557.94,1562.9,1550.4,1559.82,2551094.0
2025-11-14,1572.82,1577.55,1559.98,1575.86,1999100.0
2025-11-17,1607.57,1613.51,1598.24,1601.99,2326126.0
2025-11-18,1620.81,1621.03,1606.01,1611.28,1719293.0
2025-11-19,1616.36,1622.4,1602.61,1604.84,2306382.0
2025-11-20,1624.75,1635.2,1606.89,1616.25,1695203.0
2025-11-21,1608.55,1612.67,1607.7,1609.26,2436264.0
2025-11-24,1634.62,1645.45,1628.48,1632.32,2884256.0
2025-11-25,1592.84,1595.93,1585.07,1587.97,2010763.0
2025-11-26,1581.22,1592.13,1579.58,1580.45,1122983.0
2025-11-27,1534.53,1541.09,1528.85,1533.73,1780771.0
2025-11-28,1504.74,1515.4,1479.87,1499.79,2492750.0
